OBJNAME,GAIADR2ID,2MASSID,RV,RV_REF,TEFF,TEFF_REF,ALIASES,CHECKED,FOUND,FOUND_MANUAL,COMMENTS
LP214-26,777005625896147072,,,,,,LP214-26|LSPM J1104+4000|ASCC  407561|UCAC2  45825243|USNO-B1.0 1300-00210749|GJ  3640|GSC 03010-01216|HIC  54105|HIP  54105|LP  214-26|NLTT 26156|TYC 3010-1216-1|[RHG95]  1720|2MASS J11041590+4000165|HAT 183-00175|WISEA J110415.71+400015.8|UCAC4 651-050998|StKM 2-696|PM J11042+4000|Gaia DR1 777005625896147072|Gaia DR2 777005625896147072,FALSE,FALSE,TRUE,
GL752A,4293318823182081408,,,,,,GL752A|Karmn J19169+051N|PLX 4494|UCAC2  33630690|LSPM J1916+0510|ASCC 1070266|2MASS J19165526+0510086|USNO-B1.0 0951-00432102|2E  4216|8pc 170.26A|AG+05 2703|BD+04  4048|CSI+04  4048  1|Ci 20 1143|DO  5540|G  22-22|G 142-24|GCRV 11733|GEN# +1.00180617A|GJ   752 A|GSC 00472-01252|HD 180617|HIC  94761|HIP  94761|JP11  3084|LFT 1466|LHS   473|LTT 15645|MCC  65|NLTT 47619|PPM 167538|Ross  652|TYC  472-1252-1|UBV   16316|UBV M  23632|V* V1428 Aql|VVO  69|Wolf 1055|Zkh 288|[GKL99] 369|[HFE83] 1274|[RHG95]  3037|1E 191429+0505.5|2E 1914.4+0505|WDS J19169+0510A|IRAS 19145+0505|CCDM J19169+0510A|** LDS 6334A|GJ   752|PM 19145+0505|GCRV 69237|PM J19169+0510|UCAC4 476-093846|Gaia DR1 4293318818833464832|WEB 16538|Gaia DR2 4293318823182081408,FALSE,FALSE,TRUE,
TWA9A,3463395519357786752,,,,,,TWA9A|Gaia DR2 3463395519357786752|2MASS J11482422-3728491|CCDM J11484-3729A|CD-36  7429A|UCAC2  15960771|WDS J11484-3729A|1SWASP J114824.21-372849.2|ASAS J114824-3728.8|V* V1239 Cen|TYC 7229-70-1|TWA 9A|ASAS J114824-3728.6|UCAC4 263-062750|** RSS  274A|Gaia DR1 3463395519357786752,FALSE,FALSE,TRUE,
J1604,6243393817024157184,,,,,,J1604|WISEA J160421.64-213028.7|[KKL2000b] 90|2MASS J16042165-2130284|[KKL2000b] RX J1604.3-2130A|[PZ99] J160421.7-213028|[PBB2002] USco J160421.7-213028|RX J1604.3-2130A|EPIC 204638512|Gaia DR2 6243393817024157184,FALSE,FALSE,TRUE,
CWTAU,163184091252903936,,,,,,CWTAU|2MASS J04141700+2810578|Kim 3-39|[ABG2007] 321|XEST 20-OM-005|XEST 20-046|[GBA2007] 302|AAVSO 0408+27|CSI+28-04113|GCRV 54857|GSC 01827-01207|HBC  25|IRAS 04112+2803|MHA 259-3|PDS   5|SV* SVS   688|SV* P  2613|UBV    4099|V* CW Tau|[OMK98]  4|PSCz P04112+2803|HH  220|[GMM2009] Tau L1495 18|AKARI-IRC-V1 J0414170+281058|UCAC2  41665643|WISE J041417.00+281057.6|SSTtau 041417.0+281057|Gaia DR2 163184091252903936,FALSE,FALSE,TRUE,
DOTAU,148449913884294528,,,,,,DOTAU|Kim 1-20|2MASS J04382858+2610494|CSI+26-04354|GCRV 55265|HBC  67|ITG  7|MHA 259-15|SV* SVS  1086|UBV    4459|V* DO Tau|[TNS87]  3|SSTc2d J043828.6+261049|JCMTSF J043828.8+261050|JCMTSE J043828.8+261050|IRAS 04353+2604|[OMK98] 34|WDS J04385+2611C|HH  230|AKARI-IRC-V1 J0438285+261048|UCAC2  40978501|WISE J043828.58+261049.4|SSTtau 043828.5+261049|EPIC 248049475|Gaia DR2 148449913884294528,FALSE,FALSE,TRUE,
TWA25,6150861598480158336,,,,,,TWA25|PM J12155-3948|UCAC4 251-054364|2MASS J12153072-3948426|GSC 07760-00283|TWA 25|TYC 7760-283-1|UCAC2  14822540|CD-39  7538|1RXS J121527.9-394843|ASAS J121531-3948.7|V* V1249 Cen|Gaia DR1 6150861594185298176|Gaia DR2 6150861598480158336,FALSE,FALSE,TRUE,
17PEG,2728431923869085056,,,,,,17PEG|*  17 Peg|AG+11 2735|BD+11  4696|FK5 3751|GC 30719|GCRV 13788|GEN# +1.00208565|GSC 01130-01972|HD 208565|HIC 108339|HIP 108339|HR  8373|2MASS J21565637+1204354|N30 4836|PPM 140856|ROT  3192|SAO 107528|SKY# 41820|TD1 28611|TYC 1130-1972-1|UBV   18771|UBV M  26010|uvby98 100208565|WEB 19513|YZ  11  8738|Gaia DR2 2728431923869085056,FALSE,FALSE,TRUE,
23LMI,741357981454593536,,,,,,23LMI|*  23 LMi|AG+29 1104|BD+30  1981|FK5 2823|GC 14086|GCRV  6468|GEN# +1.00088960|GSC 01975-01399|HD  88960|HIC  50303|HIP  50303|HR  4024|IRAS 10134+2933|2MASS J10161444+2918379|PPM 100213|ROT  1546|SAO  81258|SKY# 19743|TD1 14689|TYC 1975-1399-1|UBV    9521|UBV M  16070|uvby98 100088960|WEB  9237|YZ  29  5271|Gaia DR2 741357981454593536,FALSE,FALSE,TRUE,
24LYN,1082548980858594560,,,,,,24LYN|*  24 Lyn|ADS  6285 A|AG+58  607|AKARI-IRC-V1 J0743003+584236|BD+59  1103|CCDM J07430+5843A|CSI+59  1103  1|FK5  292|GC 10343|GCRV  5121|GEN# +1.00061497A|GSC 03794-01738|HD  61497|HIC  37609|HIP  37609|HR  2946|IDS 07346+5857 A|IRAS 07387+5849|JP11  1581|2MASS J07430040+5842372|N30 1737|PLX 1806|PLX 1806.00|PMC 90-93   213|PPM  31272|ROT  1236|SAO  26474|SKY# 14252|TD1 10663|TYC 3794-1738-1|UBV    7356|UBV M  13483|uvby98 100061497 A|WDS J07430+5843A|WEB  7434|YZ  58  5184|Gaia DR2 1082548980858594560,FALSE,FALSE,TRUE,
31CAS,532613572919594240,,,,,,31CAS|*  31 Cas|AG+68   65|AKARI-IRC-V1 J0110393+684642|BD+68    77|CCDM J01107+6847A|CSI+68    77  1|FK5 2074|GC  1406|GCRV   670|GEN# +1.00006829|GSC 04296-01459|HD   6829|HIC   5518|HIP   5518|HR   336|IDS 01039+6814 A|IRAS 01072+6830|2MASS J01103933+6846429|PLX  235|PLX  235.00|PMC 90-93  1194|PPM  12780|ROT   175|SAO  11612|SKY#  1796|TD1   656|TYC 4296-1459-1|UBV    1172|uvby98 100006829|WEB  1219|Gaia DR2 532613572919594240,FALSE,FALSE,TRUE,
33LYN,909820931110880640,,,,,,33LYN|*  33 Lyn|AG+36  857|BD+36  1840|GC 11744|GCRV  5634|GEN# +1.00072524|GSC 02489-02141|HD  72524|HIC  42090|HIP  42090|HR  3377|2MASS J08344388+3625107|PPM  73821|Renson 20100|SAO  60907|SKY# 16381|TD1 12658|TYC 2489-2141-1|UBV    8134|UBV M  14440|uvby98 100072524|WEB  8092|Gaia DR2 909820931110880640,FALSE,FALSE,TRUE,
51DRA,2134604351047361920,,,,,,51DRA|*  51 Dra|AG+53 1191|BD+53  2178|GC 26290|GCRV 11557|GEN# +1.00178207|HD 178207|HGAM    733|HIC  93713|HIP  93713|HR  7251|2MASS J19045515+5323479|N30 4231|PLX 4448|PLX 4448.00|PMC 90-93  4951|PPM  37071|ROT  2726|SAO  31371|SKY# 35282|TD1 23938|TYC 3919-1316-1|UBV   16220|uvby98 100178207|WEB 16283|YZ  53  5853|Gaia DR2 2134604351047361920|Gaia DR1 2134604346750000256,FALSE,FALSE,TRUE,
59PEG,2665976777193321600,,,,,,59PEG|*  59 Peg|AG+08 3201|BD+07  4991|FK5 1606|GC 32302|GCRV 14557|GEN# +1.00218918|GSC 01161-01795|HD 218918|HIC 114520|HIP 114520|HR  8826|IRAS 23092+0827|2MASS J23114419+0843122|N30 5100|PLX 5612|PLX 5612.00|PMC 90-93  1142|PPM 173843|ROT  3376|SAO 128022|SKY# 43996|TD1 29684|TYC 1161-1795-1|UBV   19847|UBV M  26884|uvby98 100218918|WEB 20323|YZ   8 11552|Gaia DR2 2665976777193321600,FALSE,FALSE,TRUE,
74PSCB,2790497465471261568,,,,,,74PSCB|HD   6457|* psi01 Psc B|*  74 Psc B|ADS   899 B|AG+21   95|BD+20   157|CCDM J01057+2128B|GC  1310|GCRV   621|GEN# +1.00006457|GSC 01202-02125|HIC   5132|HIP   5132|HR   311|IDS 01003+2056 B|2MASS J01054169+2127555|PPM  90462|ROT   166|SAO  74483|SKY#  1670|TYC 1202-2125-1|UBV    1080|UBV M   7917|uvby98 100006457|WDS J01057+2128B|WEB  1056|Gaia DR2 2790497465471261568,FALSE,FALSE,TRUE,
82UMA,1560127186438933760,,,,,,82UMA|*  82 UMa|AG+53  912|BD+53  1640|GC 18473|GCRV  8077|GEN# +1.00119024|GSC 03851-00126|HD 119024|HIC  66634|HIP  66634|HR  5142|IRAS 13375+5310|2MASS J13393044+5255164|PLX 3123|PLX 3123.00|PPM  34131|ROT  1984|SAO  28832|SKY# 25105|TD1 16984|TYC 3851-126-1|UBV   12241|UBV M  19616|uvby98 100119024|WEB 11754|WISE J133930.29+525517.0|YZ  53  4333|Gaia DR2 1560127186438933760,FALSE,FALSE,TRUE,
AUMIC,6794047652729201024,,,,,,AUMIC|HD 197481|** LDS  720A|AKARI-IRC-V1 J2045097-312029|ASAS J204510-3120.4|ASAS J204509-3120.3|1AXG J204508-3119|CCDM J20451-3122A|CD-31 17815|Ci 20 1225|CPC 17 11323|CPD-31  6335|2E  4416|2E 2042.0-3131|2EUVE J2045-31.3|EUVE J2045-31.3|GCRV 12995|GEN# +1.00197481|GJ   803|HIC 102409|HIP 102409|IDS 20390-3142 A|IRAS 20420-3131|IRAS F20420-3131|LTT  8214|2MASS J20450949-3120266|MCC 824|NLTT 49807|PLX 4939|PLX 4939.00|PM J20451-3120|PPM 300560|RBS  1695|2RE J2045-312|2RE J204510-312000|RE J2045-312|RE J204509-312004|RX J2045.2-3120|1RXS J204509.4-312023|SAO 212402|1SWASP J204509.52-312027.2|TIC 441420236|TYC 7457-641-1|UBV   17963|UCAC4 294-224065|UGP 505|V* AU Mic|WDS J20452-3120A|WEB 18541|WISEA J204509.75-312030.9|WISE J204509.76-312030.9|Zkh 310|[FS2003] 1089|[GKL99] 394|[L91b] 329|[RHG95]  3241|Gaia DR2 6794047652729201024,FALSE,FALSE,TRUE,
BETSER,1195823284390905728,,,,,,BETSER|* bet Ser|*  28 Ser|** STF 1970A|ADS  9778 A|AG+15 1580|AKARI-IRC-V1 J1546112+152518|BD+15  2911|CCDM J15461+1525A|CSI+15  2911  1|FK5  583|GC 21194|GCRV  9094|GEN# +1.00141003A|GSC 01495-01994|HD 141003|HGAM    641|HIC  77233|HIP  77233|HR  5867|IDS 15416+1544 A|IRAS 15438+1534|JP11  2645|2MASS J15461125+1525185|N30 3542|NAME Chow|PLX 3569|PMC 90-93   414|PPM 131676|ROT  2222|SAO 101725|SKY# 28510|SRS  30583|TD1 18546|TYC 1495-1994-1|UBV   13431|uvby98 100141003|WDS J15462+1525A|WEB 13088|YZ  15  5643|Gaia DR2 1195823284390905728,FALSE,FALSE,TRUE,
CHICAP,6832245893565505024,,,,,,CHICAP|* chi Cap|*  25 Cap|** VIG   20A|** HJ 3009A|BD-21  5933|BDS 10744 A|CCDM J21086-2112A|CSI-21  5933  1|FK5 3690|GC 29543|GCRV 13286|GEN# +1.00201184|GJ  9720 A|GJ  9720|HD 201184|HIC 104365|HIP 104365|HR  8087|IDS 21028-2136 A|2MASS J21083363-2111373|N30 4672|PLX 5079|PLX 5079.00|PPM 272094|Renson 56140|ROT  3079|SAO 190050|SKY# 40213|TD1 27697|TYC 6358-1841-1|UBV   18290|uvby98 100201184|WDS J21086-2112A|WEB 19001|YZ 111  9067|Gaia DR2 6832245893565505024,FALSE,FALSE,TRUE,
DRTAU,3406081865148861440,,,,,,DRTAU|2MASS J04470620+1658428|AKARI-IRC-V1 J0447062+165842|CSI+16-04442|EPIC 246923113|GCRV 55412|GSC 01271-01233|HBC  74|IRAS 04442+1653|IRAS F04442+1653|JCMTSE J044706.1+165842|JCMTSF J044706.1+165842|MHA 257-8|PSCz P04442+1653|SV* SVS  1088|TYC 1271-1233-1|UBV    4574|UCAC2  37661005|UCAC3 214-21403|V* DR Tau|WISE J044706.22+165842.8|[LC2009] 9|AAVSO 0441+16B|Gaia DR1 3406081860852425600|Gaia DR2 3406081865148861440,FALSE,FALSE,TRUE,
EPSILONERI,5164707970261630080,,,,,,"EPSILONERI|* eps Eri|*  18 Eri|** BLA    2|** MBA    1A|1AXG J033256-0926|BD-09   697|CCDM J03329-0927A|Ci 20  241|1E 0330.5-0937|2E   788|2E 0330.5-0937|2EUVE J0332-09.4|EUVE J0332-09.4|FK5  127|GC  4244|GCRV  1962|GEN# +1.00022049|GES J03325495-0927294|GJ   144.0|GJ   144|HD  22049|HIC  16537|HIP  16537|HR  1084|IRAS 03305-0937|IRC -10048|JP11   792|LFT  291|LHS  1557|LPM 158|LTT  1675|2MASS J03325591-0927298|N30  726|NAME Ran|NLTT 11207|8pc 310.75|PLX  742|PLX  742.00|PMC 90-93    91|PM 03306-0938|PPM 185905|RAFGL  497|RBS   439|2RE J033253-092646|2RE J0332-092|RE J0332-092|RE J033255-092717|ROT   531|RX J0332.9-0927|1RXS J033256.4-092727|SACS  76|SAO 130564|SKY#  5366|SPOCS  171|TD1  2301|TYC 5296-1533-1|UBV    3410|UBV M   9580|uvby98 100022049|V* eps Eri|WDS J03329-0927A|WDS J03329-0927Aa,Ab|WEB  3160|YZ   0  4513|YZ  99   836|Zkh  51|[FS2003] 0134|Gaia DR2 5164707970261630080",FALSE,FALSE,TRUE,
ETAPYX,5647071417958187392,,,,,,ETAPYX|* eta Pyx|** VIG   11A|** RST 2571A|CCDM J08379-2615A|CD-25  6356|CPD-25  3792|CSI-25  6356 21|FK5 2676|GC 11848|GCRV  5678|GEN# +1.00073495|GSC 06578-02618|HD  73495|HIC  42334|HIP  42334|HR  3420|IDS 08336-2554 A|2MASS J08375215-2615179|PLX 2060|PLX 2060.00|PPM 254861|ROT  1359|SAO 176189|SKY# 16495|SRS  41938|TD1 12821|TYC 6578-2618-1|UBV    8229|UBV M  14540|uvby98 100073495|WDS J08379-2615A|WEB  8138|YZ 116  6605|Gaia DR2 5647071417958187392,FALSE,FALSE,TRUE,
GAMSCT,4104122833743954304,,,,,,GAMSCT|* gam Sct|BD-14  5071|FK5  696|GC 25220|GCRV 10944|GEN# +1.00170296|GSC 05702-02882|HD 170296|HIC  90595|HIP  90595|HR  6930|JP11  2984|2MASS J18291185-1433567|N30 4102|PLX 4246|PLX 4246.00|PMC 90-93   495|PPM 234600|ROT  2609|SACS 405|SAO 161520|SKY# 33786|TD1 22498|TYC 5702-2882-1|UBV   15703|UBV M  22985|uvby98 100170296|WEB 15512|YZ 104  6778|Gaia DR2 4104122833743954304,FALSE,FALSE,TRUE,
GAMTRI,326109689896474752,,,,,,GAMTRI|* gam Tri|*   9 Tri|AG+33  212|BD+33   397|CEL    245|FK5   79|GC  2742|GCRV  1264|GEN# +1.00014055|HD  14055|HIC  10670|HIP  10670|HR   664|IRAS 02143+3336|JP11   614|2MASS J02171888+3350500|N30  463|PLX  468|PLX  468.00|PMC 90-93    57|PPM  67170|ROT   320|SAO  55427|SKY#  3374|SRS  30079|TD1  1325|TYC 2318-1875-1|UBV    2304|UBV M   8847|uvby98 100014055|WEB  2246|WISE J021718.90+335049.4|[DML87]  45|Gaia DR2 326109689896474752,FALSE,FALSE,TRUE,
GJ1002,2441630500517079808,,,,,,GJ1002|LHS     2|FBS L 10-3|FBS 0004-077|GEN# +9.80158027|G 158-27|GJ  1002|JP11  5942|Karmn J00067-075|2MASS J00064325-0732147|NLTT   248|NSV 15022|8pc 213.00|PLX    9.0|PLX    9.01|PM 00042-0747|UBV M  53816|UCAC4 413-000170|USNO 210|WISEA J000642.61-073237.0|Zkh   3|[RHG95]    19|Gaia DR2 2441630500517079808,FALSE,FALSE,TRUE,
GJ1214,4393265392167891712,,,,,,GJ1214|LHS  3275|** GJ 1214A|GEN# +9.80139021|G 139-21|GJ  1214|LSPM J1715+0457|2MASS J17151894+0457496|NLTT 44431|PLX 3913.01|PM J17153+0457|UBV M  53793|UCAC4 475-063069|USNO-B1.0 0949-00280047|USNO 256|WDS J17153+0458A|WISEA J171519.33+045742.2|[RHG95]  2724|Gaia DR2 4393265392167891712,FALSE,FALSE,TRUE,
GJ1286,2640434056928150400,,,,,,GJ1286|LHS   546|EPIC 246333864|GALEX 2908236980274858545|GEN# +9.80157077|G 157-77|GJ  1286|Karmn J23351-023|2MASS J23351050-0223214|NLTT 57290|8pc 138.30|PLX 5703.11|PM J23351-0223|UCAC4 439-123945|USNO 474|WISEA J233511.02-022329.7|Zkh 351|[RHG95]  3715|Gaia DR2 2640434056928150400,FALSE,FALSE,TRUE,
GJ1289,2879455480941956736,,,,,,GJ1289|LHS  4003|CSI+36-23406|GALEX 6372217670673108177|GEN# +9.80130004|G 190-43|G 130-4|G 171-12|GJ  1289|Karmn J23431+365|LSPM J2343+3632|2MASS J23430628+3632132|NLTT 57748|PLX 5741.21|PM J23431+3632|UBV M  53771|USNO 100|USNO 686|USNO-B1.0 1265-00549220|WISEA J234307.14+363211.5|Zkh 354|[RHG95]  3748|Gaia DR2 2879455480941956736,FALSE,FALSE,TRUE,
GJ9827,2643842302456085888,,,,,,GJ9827|G 157-63|BD-02  5958|DENIS J232704.7-011710|EPIC 246389858|GCRV 14711|GEN# -0.00205958|GJ  9827|HIC 115752|HIP 115752|K2-135|LTT  9542|2MASS J23270480-0117108|MCC  78|NLTT 56901|PLX 5678.1|PLX 5678.10|PPM 709671|StKM 2-1732|UBV   20128|UBV M   5122|UCAC4 444-131738|WEB 20484|WISEA J232705.10-011708.2|[RHG95]  3696|Gaia DR2 2643842302456085888,FALSE,FALSE,TRUE,
GL15A,385334230892516480,,,,,,GL15A|HD   1326|** GRB   34A|AC2000 1406215|ADS   246 A|AG+43   37|AKARI-IRC-V1 J0018248+440125|ASCC  373571|BD+43    44|CCDM J00184+4401A|Ci 20   19|CSI+43    44  4|CSI+43    44  1|DO 23070|GAT 1029|GC   358|GCRV   161|GEN# +1.10001326|G 171-47|GJ    15 A|Gmb   34|HIC   1475|HIP   1475|JP11   170|JP11   360|Karmn J00183+440|LFT   31|LHS     3|LSPM J0018+4401W|LTT 10108|2MASS J00182256+4401222|MCC  85|NLTT   919|8pc 280.27A|PLX   49|PM J00183+4401|PM 00155+4344|PPM  42798|SAO  36248|StKM 2-24a|SV* SVS  2042|TYC 2794-157-1|UBV     205|UBV     207|UCAC4 671-001465|USNO-B1.0 1340-00005988|USNO 787|V* GX And|VVO 124|WDS J00184+4401A|WEB   265|WISEA J001825.70+440126.9|WISE J001825.71+440126.8|Zkh   5|[GKL99]   9|[GS83]  66|[RHG95]    60|Gaia DR2 385334230892516480|Gaia DR1 385334123516493568,FALSE,FALSE,TRUE,
GL382,3828238392559860992,,,,,,GL382|BD-03  2870|ASAS J101218-0344.8|ASAS J101217-0344.6|GALEX 6381998870279227813|GCRV 61131|GEN# -0.00302870|G 162-25|G  53-29|GJ   382|HIC  49986|HIP  49986|IRAS 10097-0329|JP11   247|Karmn J10122-037|LTT  3734|2MASS J10121768-0344441|MCC 569|NLTT 23680|8pc 127.99|PLX 2395.11|PM J10122-0344|PPM 193190|1RXS J101217.2-034442|SAO 137411|StKM 2-618|TYC 4907-704-1|UBV M   5136|UCAC4 432-051854|V* AN Sex|VVO  13|WEB  9193|WISEA J101217.55-034447.1|YZC 17  3945|YZ  93  3945|Zkh 139|[RHG95]  1595|Gaia DR2 3828238392559860992,FALSE,FALSE,TRUE,
GL388,625453654702751872,,,,,,"GL388|BD+20  2465|* gam Leo C|** BAG   32|** STF 1424C|ADS  7724 C|AG+20 1170|ASCC  863621|1AXG J101937+1951|CCDM J10199+1951C|Ci 18 1244|Ci 20  574|2E  2259|2E 1016.8+2007|1ES 1016+20.1|2EUVE J1019+19.8|EUVE J1019+19.8|EXO 1016.8+2007|GALEX 6382632183606019510|GC 14167|GCRV  6499|GEN# +0.02002465|G  54-23|GJ   388|GJ   388 A|GPM 154.902458+19.870105|IRAS 10169+2007|JP11    62|Karmn J10196+198AB|LHS  5167|LSPM J1019+1952|LTT 12761|2MASS J10193634+1952122|MCC 574|NLTT 24015|8pc 204.60|PLX 2420|PLX 2420.00|PM J10196+1952|PPM 127309|Pul -3  660015|RBS   855|2RE J101936+195209|2RE J1019+195|RE J1019+195|RE J101935+195212|RX J1019.6+1952|1RXS J101936.3+195215|SAO  81292|StKM 2-626|TYC 1423-174-1|UBV    9550|UCAC2  38796273|UCAC4 550-048962|USNO-B1.0 1098-00182796|V* AD Leo|WDS J10200+1950Ca,Cb|WEB  9274|WISEA J101935.88+195211.9|Zkh 141|[CGL99] 10|[FS2003] 0555|[GKL99] 216|[JHC84] 155|[R97] NGC  3227  8|[RHG95]  1616|[ZEH2003] RX J1019.6+1952  3|Gaia DR2 625453654702751872",FALSE,FALSE,TRUE,
GL436,4017860992519744384,,,,,,GL436|LHS   310|AC +27 28217|ASCC  683818|BPS BS 15625-0002|CSI+26-11395|CSI+27-11395|CSI+27-11394|GCRV  7104|GEN# +9.80120068|G 120-68|G 147-68|G 121-7|GJ   436|HIC  57087|HIP  57087|Karmn J11421+267|LFT  838|LP  319-75|LSPM J1142+2642|LTT 13213|2MASS J11421096+2642251|MCC 616|NLTT 28288|PLX 2704.1|PLX 2704.10|PM 11395+2700|PM J11421+2642|Ross  905|1RXS J114211.9+264328|StKM 2-754|TYC 1984-2613-1|UCAC2  41198281|UCAC4 584-046777|USNO-B1.0 1167-00204205|VVO 171|WEB 10275|WISEA J114211.79+264215.1|Zkh 164|[RHG95]  1830|Gaia DR2 4017860992519744384|Gaia DR1 4017861056947245696,FALSE,FALSE,TRUE,
GL514,3738099879558957952,,,,3200,HEADER[CFHT],GL514|LHS   352|AG+10 1630|AKARI-IRC-V1 J1330002+102230|ASCC  955736|BD+11  2576|Ci 20  782|GALEX 6378656384993461793|GCRV  8008|GEN# +0.01102576|G  63-34|GJ   514|HIC  65859|HIP  65859|IRAS 13275+1038|JP11    45|LFT 1012|LSPM J1329+1022|LTT 13925|2MASS J13295979+1022376|MCC 143|NLTT 34287|8pc 131.12|PLX 3079|PLX 3079.00|PM 13275+1039|PM J13299+1022|PPM 129864|Ross  490|RX J1329.9+1022|1RXS J132958.5+102252|StKM 2-947|TYC  895-317-1|UBV   12123|UBV   12139|UBV M    489|UCAC2  35403307|UCAC4 502-056873|USNO-B1.0 1003-00216029|VVO   5|WEB 11651|WISEA J133000.58+102226.4|Zkh 200|[FS2003] 0673|[RHG95]  2123|[ZEH2003] RX J1329.9+1022  2|Gaia DR2 3738099879558957952,FALSE,FALSE,TRUE,
GL536,3657653114880309248,,,,,,GL536|LHS  2842|BD-01  2892|DO  3431|GALEX 2934871549946109210|GEN# +1.00122303|G  64-35|GJ   536|HD 122303|HIC  68469|HIP  68469|LFT 1061|L  979-36|LPM 504|LTT  5470|2MASS J14010324-0239180|MCC 705|NLTT 35989|NSV 20022|PLX 3195|PLX 3195.00|PM J14010-0239|1RXS J140108.4-023906|StKM 2-1001|TYC 4978-501-1|UBV M  19903|UCAC4 437-057272|WISEA J140102.63-023911.1|[RHG95]  2216|Gaia DR2 3657653114880309248|Gaia DR1 3657653144944789504,FALSE,FALSE,TRUE,
