OBJNAME,GAIADR2ID,2MASSID,RV,RV_REF,TEFF,TEFF_REF,ALIASES,CHECKED,FOUND,FOUND_MANUAL,COMMENTS
GL687,1637645127018395776,,,,,,GL687|LHS   450|** STU   10B|AG+68  732|ASCC   88385|BD+68   946|CCDM J17366+6822B|Ci 18 2354|Ci 20 1053|2E  3930|2E 1736.7+6822|GAT  732|GC 23926|GCRV 10198|GEN# +0.06800946|G 240-63|G 258-11|GJ   687|HIC  86162|HIP  86162|IDS 17370+6826 A|IRAS 17366+6822|JP11   237|Karmn J17364+683|LFT 1364|LSPM J1736+6820|LTT 15232|2MASS J17362594+6820220|MCC 322|NLTT 45190|8pc 220.85|PLX 4029|PLX 4029.00|PM J17364+6820|PPM  20469|RX J1736.4+6828|RX J1736.4+6820|1RXS J173627.2+682031|SAO  17568|TYC 4428-1943-1|UBV   15039|UBV M   4844|UCAC4 792-027376|USNO-B1.0 1583-00174990|WDS J17364+6820B|WEB 14533|Zkh 260|[GHM2003] 2100|[RHG95]  2797|[ZEH2003] RX J1736.4+6820  1|Gaia DR2 1637645127018395776|Gaia DR1 1637645328881199360,FALSE,FALSE,TRUE,
GL699,4472832130942575872,,,,3224,HEADER[CFHT],GL699|BD+04  3561a|AC2000  146626|ASCC 1153178|CCDM J17578+0441A|Ci 20 1069|CSI+04-17554|CSV   7737|1E 1755.3+0438|GAT   12|GCRV 10392|GEN# +0.00403561|G 140-24|GJ   699|GSC 00425-00184|GSC 00425-02502|HIC  87937|HIP  87937|IRAS 17553+0438|JP11    18|Karmn J17578+046|LFT 1385|LHS    57|LSPM J1757+0441|LTT 15309|2MASS J17574849+0441405|MCC 799|NAME Barnard's star|NAME Barnard Star|NLTT 45718|NSV  9910|8pc 549.01|PLX 4098|PLX 4098.00|PM J17578+0441N|StKM 2-1355|TYC  425-2502-1|UBV   15269|UCAC2  33428712|UCAC4 474-068224|USNO-B1.0 0946-00315199|USNO 347|USNO 876|uvby98 000403561|V* V2500 Oph|VVO   6|WEB 14849|WISEA J175747.94+044323.8|Zkh 269|[RHG95]  2849|Gaia DR2 4472832130942575872,FALSE,FALSE,TRUE,
GL725A,2154880616773521408,,,,3398,HEADER[CFHT],GL725A|LHS    58|** STF 2398A|** LDS 1466A|ADS 11632 A|AG+59 1185|ASCC  201775|BD+59  1915A|CCDM J18428+5937A|Ci 20 1105|Ci 18 2456|CSI+59  1915  1|DO 36465|GC 25648|GCRV 11183|GEN# +1.00173739A|G 227-46|G 229-13|GJ   725 A|HD 173739|HIC  91768|HIP  91768|JP11  3019|Karmn J18427+596N|LFT 1431|LSPM J1842+5937N|LTT 15522|2MASS J18424666+5937499|NLTT 46947|NSV 11288|8pc 280.28A|PLX 4330|PM J18427+5937N|PPM  36785|SAO  31128|TYC 3930-1791-1|UBV   15969|UBV M  23214|UCAC4 749-054798|USNO-B1.0 1496-00255595|WDS J18428+5938A|WEB 15792|WISEA J184244.96+593805.4|WISE J184244.93+593807.9|YZ  59  9945|Zkh 280|[RHG95]  2945|Gaia DR2 2154880616773521408|Gaia DR1 2154877657540108928,FALSE,FALSE,TRUE,
GL725B,2154880616772528384,,,,3106,HEADER[CFHT],GL725B|LHS    59|** LDS 1466B|** STF 2398B|ADS 11632 B|AG+59 1186|ASCC  201777|BD+59  1915B|CCDM J18428+5937B|Ci 20 1106|CSI+59  1915  2|GC 25649|GCRV 11184|G 227-47|G 229-14|GJ   725 B|HD 173740|HIC  91772|HIP  91772|IDS 18415+5931 B|JP11  3021|Karmn J18427+596S|LFT 1432|LSPM J1842+5937S|LTT 15523|2MASS J18424688+5937374|NLTT 46948|8pc 284.48B|PM J18427+5937S|PPM  36786|SAO  31129|TYC 3930-1791-2|UBV   15970|UBV M  23216|UCAC4 749-054799|USNO-B1.0 1496-00255603|WDS J18428+5938B|WEB 15793|WISE J184245.01+593755.9|YZ  59  9947|Zkh 281|[RHG95]  2946|Gaia DR2 2154880616772528384|Gaia DR1 2154877657540105216,FALSE,FALSE,TRUE,
GL846,2683023811628007296,,,,3880,HEADER[CFHT],GL846|LHS  3745|AG+01 2676|ASCC 1175435|BD+00  4810|Ci 20 1331|DO  7683|GCRV 13839|GEN# +1.00209290|G  18-16|G  27-5|G  26-44|G  93-66|GJ   846|HD 209290|HIC 108782|HIP 108782|IRAS 21596+0109|Karmn J22021+014|LFT 1678|LSPM J2202+0124|LTT 16435|2MASS J22021026+0124006|MCC 335|NLTT 52725|PLX 5318|PLX 5318.00|PM 21596+0110|PM J22021+0124|PPM 172573|TYC  558-1540-1|UBV M  26062|UBV   18818|UCAC4 458-125308|USNO-B1.0 0914-00554481|VVO  73|WEB 19569|WISEA J220209.96+012358.0|Wolf 1340|Zkh 327|[HFE83] 1478|[RHG95]  3458|Gaia DR2 2683023811628007296|Gaia DR1 2683023807333389952,FALSE,FALSE,TRUE,
GL876,2603090003484152064,,,,,,GL876|BD-15  6290|Ci 20 1387|EPIC 206019387|EPIC 206019392|GCRV 14365|GEN# -0.01506290|G 156-57A|G 156-57|GJ   876 A|GJ   876|GSC 05819-00957|HIC 113020|HIP 113020|JP11   295|Karmn J22532-142|LFT 1745|LHS   530|LPM 841|LTT  9244|2MASS J22531672-1415489|MCC 337|NC 59|NLTT 55130|8pc 212.69A|PLX 5546|PLX 5546.00|PM J22532-1415|Ross  780|TYC 5819-1255-1|UBV   19209|UBV   19610|UBV M   5470|UCAC2  26801725|UCAC4 379-165686|V* IL Aqr|WEB 20121|WISEA J225317.42-141556.1|Zkh 338|[RHG95]  3604|Gaia DR2 2603090003484152064,FALSE,FALSE,TRUE,
HD130917,1281505648559728640,,,,,,HD130917|HD 130917|AG+28 1440|BD+29  2581|BDS  7024 A|CCDM J14500+2837A|CSI+29  2581  1|FK5 3171|GC 19966|GCRV  8615|GEN# +1.00130917|HIC  72552|HIP  72552|HR  5532|IDS 14457+2902 A|2MASS J14495840+2836568|N30 3349|PPM 103618|ROT  2119|SAO  83551|SKY# 26939|TD1 17763|TYC 2022-1296-1|UBV   12932|UBV M  20401|uvby98 100130917|WDS J14500+2837A|WEB 12474|YZ  28  6989|Gaia DR2 1281505648559728640|Gaia DR1 1281505644263769472,FALSE,FALSE,TRUE,
HD159170,4170156100434293120,,,,,,HD159170|HD 159170|** DRW   60A|BD-05  4461|FK5 3392|GC 23788|GCRV 10140|GEN# +1.00159170|GSC 05092-00788|HIC  85922|HIP  85922|HR  6534|IRAS 17308-0542|2MASS J17332984-0544412|N30 3906|PPM 200792|SACS 382|SAO 141730|SKY# 31693|SRS  14276|TD1 20608|TYC 5092-788-1|UBV   14947|UBV M  22251|uvby98 100159170|WDS J17334-0544A|WEB 14499|WISE J173329.81-054442.1|YZ  95  5905|Gaia DR2 4170156100434293120,FALSE,FALSE,TRUE,
HD189733,1827242816201846144,,,,,,HD189733|HD 189733|** BAK    1A|AG+22 2072|ASCC  807144|BD+22  3887|EXO 195834+2234.6|GC 27741|GEN# +1.00189733|GJ  4130|GSC 02141-00972|HIC  98505|HIP  98505|LSPM J2000+2242|LTT 15851|2MASS J20004370+2242391|NLTT 48568|PPM 110211|1RXS J200043.3+224240|SAO  88060|SKY# 37530|SPOCS 3132|TYC 2141-972-1|USNO-B1.0 1127-00538857|uvby98 100189733|V* V452 Vul|WDS J20007+2243A|WISEA J200043.63+224236.1|Wolf  864|YZ  22  7419|Gaia DR2 1827242816201846144|Gaia DR1 1827242811876888960,FALSE,FALSE,TRUE,
HR1314,275189932031936000,,,,,,HR1314|HD  26764|AG+53  373|BD+53   750|FK5 2310|GC  5132|GCRV  2433|GEN# +1.00026764|GSC 03719-01538|HIC  19949|HIP  19949|HR  1314|IRAS 04128+5329|2MASS J04164310+5336423|N30  877|PLX  936|PLX  936.00|PPM  29033|ROT   621|SAO  24512|SKY#  6542|TD1  2938|TYC 3719-1538-1|UBV    4113|UBV M  10018|uvby98 100026764|WEB  3807|Gaia DR2 275189932031936000,FALSE,FALSE,TRUE,
HR1832,3390049198910034560,,,,,,HR1832|HD  36162|AG+15  485|BD+15   837|CEL    740|GC  6805|GCRV  3331|GEN# +1.00036162|GSC 01297-01552|HIC  25790|HIP  25790|HR  1832|2MASS J05302617+1521375|PPM 121025|ROT   825|SAO  94596|SKY#  8823|TD1  4720|TYC 1297-1552-1|UBV    5267|UBV M  11043|uvby98 100036162|WEB  5011|YPAC 383|YZ  15  1548|Gaia DR2 3390049198910034560,FALSE,FALSE,TRUE,
HR2180,2916794444848455168,,,,,,HR2180|HD  42301|BD-22  1327|CD-22  1327|CD-22  2793|CPD-22  1079|FK5 1165|GC  7830|GCRV  3877|GEN# +1.00042301|GSC 05945-02604|HIC  29150|HIP  29150|HR  2180|2MASS J06085786-2225385|N30 1319|PLX 1423|PLX 1423.00|PMC 90-93   782|PPM 249913|SACS 136|SAO 171293|SKY# 10300|SRS  31165|TD1  6232|TYC 5945-2604-1|UBV    6213|UBV M  11820|uvby98 100042301|WEB  5718|YZ 112  3280|Gaia DR2 2916794444848455168|Gaia DR1 2916794444848426752,FALSE,FALSE,TRUE,
HR2209,1106980167886430592,,,,,,HR2209|HD  42818|AG+69  293|BD+69   371|FK5  234|GC  8020|GCRV  3964|GEN# +1.00042818|GSC 04345-02051|HIC  29997|HIP  29997|HR  2209|IRAS 06133+6920|JP11  1340|2MASS J06185079+6919112|N30 1348|PLX 1436|PLX 1436.00|PMC 90-93   169|PPM  15683|ROT   994|SAO  13788|SKY# 10704|TD1  6375|TYC 4345-2051-1|UBV    6254|UBV M  11873|uvby98 100042818|WEB  5949|[HFE83]  433|Gaia DR2 1106980167886430592|Gaia DR1 1106980163586885632,FALSE,FALSE,TRUE,
HR3131,5714859436544147200,,,,,,HR3131|HD  65810|BD-18  2118|FAUST 2219|FK5 1212|GC 10825|GCRV  5317|GEN# +1.00065810|GSC 05986-03435|HIC  39095|HIP  39095|HR  3131|IRAS 07576-1815|JP11  1619|2MASS J07595205-1823573|N30 1835|PLX 1899|PLX 1899.00|PMC 90-93   822|PPM 219496|ROT  1283|SAO 153687|SKY# 14993|TD1 11518|TYC 5986-3435-1|UBV    7693|UBV M  13879|uvby98 100065810|WEB  7667|YZ   0  6239|YZ 108  3078|Gaia DR2 5714859436544147200,FALSE,FALSE,TRUE,
HR4687,1692365552989740928,,,,,,HR4687|HD 107193|AG+75  540|BD+75   470|EXO 1216.6+7526|FK5 2986|GC 16797|GCRV  7379|GEN# +1.00107193|GSC 04550-02114|HIC  60044|HIP  60044|HR  4687|IRAS 12165+7526|2MASS J12184995+7509379|PLX 2837|PLX 2837.00|PMC 90-93  1312|PPM   8128|Pul -3  930127|ROT  1805|SAO   7540|SKY# 23071|TD1 16203|TYC 4550-2114-1|UBV   11066|uvby98 100107193|WEB 10672|Gaia DR2 1692365552989740928,FALSE,FALSE,TRUE,
HR4722,3576836467618497152,,,,,,HR4722|HD 108107|BD-10  3467|GC 16931|GEN# +1.00108107|GSC 05529-01713|HIC  60595|HIP  60595|HR  4722|2MASS J12251176-1136380|PPM 225805|SAO 157272|SKY# 23248|SRS  10976|TD1 16255|TYC 5529-1713-1|UBV   11155|UBV M  18183|uvby98 100108107|YZC 11  4518|Gaia DR2 3576836467618497152,FALSE,FALSE,TRUE,
HR6025,1643563042195991424,,,,,,HR6025|HD 145454|AG+67  690|BD+68   864|FK5 3276|GC 21705|GCRV  9286|GEN# +1.00145454|GSC 04419-02888|HIC  78893|HIP  78893|HR  6025|2MASS J16061971+6748365|N30 3620|PLX 3670|PLX 3670.00|PPM  19733|ROT  2289|SAO  16962|SKY# 29071|TD1 18940|TYC 4419-2888-1|UBV   13759|uvby98 100145454|WEB 13335|Gaia DR2 1643563042195991424,FALSE,FALSE,TRUE,
HR8489,1958476259155515008,,,,,,HR8489|HD 211211|AG+42 2150|BD+42  4333|FK5 3778|GC 31127|GCRV 13993|GEN# +1.00211211|GSC 03207-02263|HIC 109831|HIP 109831|HR  8489|2MASS J22144436+4257141|N30 4903|PMC 90-93  1463|PPM  62681|ROT  3241|SAO  51797|SKY# 42399|TD1 28928|TYC 3207-2263-1|uvby98 100211211|WEB 19726|Gaia DR2 1958476259155515008|Gaia DR1 1958476259155515008,FALSE,FALSE,TRUE,
HR875,5186208817062871168,,,,,,HR875|HD  18331|BD-04   502|FK5 1080|GC  3541|GCRV  1639|GEN# +1.00018331|GSC 04703-01166|HIC  13717|HIP  13717|HR   875|IRAS 02541-0354|JP11   721|2MASS J02563742-0342444|N30  603|PLX  612|PLX  612.00|PMC 90-93   712|PPM 185207|ROT   394|SAO 130199|SKY#  4420|TD1  1781|TYC 4703-1166-1|UBV    2858|UBV M   9239|uvby98 100018331|WEB  2720|YZ  93   704|Gaia DR2 5186208817062871168,FALSE,FALSE,TRUE,
IOTCYG,2136270970157966464,,,,,,IOTCYG|* iot Cyg|*  10 Cyg|* iot02 Cyg|AG+51 1322|BD+51  2605|CEL   4776|FK5  733|GC 26947|GCRV 11936|GEN# +1.00184006|GSC 03555-02112|HD 184006|HIC  95853|HIP  95853|HR  7420|IRAS 19284+5137|JP11  3110|KIC 12650049|2MASS J19294236+5143472|N30 4326|PLX 4570|PLX 4570.00|PMC 90-93   522|PPM  37459|ROT  2809|SAO  31702|SKY# 36306|TD1 24876|TYC 3555-2112-1|UBV   16566|UBV M  23857|uvby98 100184006|WEB 16783|YZ  51  6043|Gaia DR2 2136270970157966464,FALSE,FALSE,TRUE,
K2-147,6764974194470777600,,,,,,K2-147|EPIC 213715787|K2-147|2MASS J19351996-2829523|Gaia DR2 6764974194470777600,FALSE,FALSE,TRUE,
K2-33,6245758900889486720,,,,,,K2-33|2MASS J16101473-1919095|EPIC 205117205|K2-33|Karmn J16102-193|UGCS J161014.73-191909.4|USNO-B1.0 0706-00324223|WISEA J161014.73-191909.6|[PBB2002] USco J161014.7-191909|[PGZ2001] J161014.7-191909|Gaia DR2 6245758900889486720,FALSE,FALSE,TRUE,
LLEO,3871147177431061760,,,,,,LLEO|* l Leo|*  53 Leo|AG+10 1359|BD+11  2283|FK5  409|GC 14889|GCRV  6723|GEN# +1.00093702|GSC 00849-01444|HD  93702|HIC  52911|HIP  52911|HR  4227|2MASS J10491541+1032427|N30 2558|PLX 2517.1|PLX 2517.10|PMC 90-93   293|PPM 127730|ROT  1616|SAO  99305|SKY# 20716|SRS  30409|TD1 15159|TYC  849-1444-1|UBV    9935|UBV M  16523|uvby98 100093702|WEB  9631|YZ  10  4123|[HFE83]  751|Gaia DR2 3871147177431061760,FALSE,FALSE,TRUE,
OMICAPA,6860821651019024896,,,,,,OMICAPA|HD 195094|*  12 Cap A|* omi Cap A|ADS 13902 A|BD-19  5831|CCDM J20299-1835A|GC 28503|GSC 06333-02130|HIC 101123|HIP 101123|HR  7830|IDS 20242-1855 A|2MASS J20295391-1834593|PPM 237509|ROT  2984|SAO 163626|SKY# 38780|TYC 6333-2130-1|UBV   17760|UBV M  24874|uvby98 100195094 A|WDS J20299-1835A|YZ 108  8789|Gaia DR2 6860821651019024896|Gaia DR1 6860821646719117952,FALSE,FALSE,TRUE,
PHILEO,3789997584304629248,,,,,,PHILEO|* phi Leo|*  74 Leo|** SHJ  121A|BD-02  3315|BDS  5729 A|CCDM J11166-0339A|FK5 1292|GC 15511|GCRV  6915|GEN# +1.00098058|GSC 04925-01610|HD  98058|HIC  55084|HIP  55084|HR  4368|IDS 11116-0307 A|IRAS 11141-0322|JP11  2044|2MASS J11163972-0339056|N30 2648|PLX 2620|PLX 2620.00|PMC 90-93   890|PPM 194304|ROT  1676|SAO 138102|SKY# 21474|TYC 4925-1610-1|UBV   10278|UBV M  16945|uvby98 100098058|WDS J11167-0339A|WEB  9934|YZ  93  4264|[HFE83]  786|Gaia DR2 3789997584304629248,FALSE,FALSE,TRUE,
PI.02ORI,3289827339648726272,,,,,,PI.02ORI|*   2 Ori|* pi.02 Ori|AG+08  506|BD+08   777|CEL    472|GC  5892|GCRV  2846|GEN# +1.00030739|GSC 00683-01217|HD  30739|HGAM    346|HIC  22509|HIP  22509|HR  1544|IRAS 04478+0848|JP11   935|2MASS J04503674+0854004|PLX 1082|PLX 1082.00|PPM 148045|ROT   684|SAO 112124|SKY#  7533|TD1  3609|TYC  683-1217-1|UBV    4648|UBV M  10369|uvby98 100030739|WEB  4343|WISE J045036.73+085400.5|YZ   8  1821|[SC93b]   6|Gaia DR2 3289827339648726272,FALSE,FALSE,TRUE,
RULUP,6010114558131195392,,,,,,RULUP|HD 142560|ALS 18952|AN   47.1916|CD-37 10602|GCRV  9169|GEN# +1.00142560|GSC 07838-00546|HBC 251|Hen 3-1120|HIC  78094|HIP  78094|IRAS F15533-3740|IRAS 15534-3740|JP11  2678|LSE 140|2MASS J15564230-3749154|SV* HV  3402|Sz  83|THA 15-13|TYC 7838-546-1|UCAC2  15776260|V* RU Lup|WEB 13206|WRAY 15-1386|2XMM J155642.3-374915|[KWS97] Lupus 2 29|AAVSO 1550-37|Gaia DR1 6010114553824198784|Gaia DR2 6010114558131195392,FALSE,FALSE,TRUE,
TAUBOO,1244571953471006720,,,,,,TAUBOO|* tau Boo|* tau Boo A|*   4 Boo|** STT  270A|ADS  9025 A|AG+17 1387|AKARI-IRC-V1 J1347155+172724|ASCC  869404|BD+18  2782|CCDM J13473+1727A|Ci 20  807|CSI+18  2782  1|CSV   7085|2E  3138|2E 1344.8+1742|FK5  507|GC 18637|GCRV  8140|GEN# +1.00120136|GJ   527 A|GJ   527|GSC 01460-00132|HD 120136|HIC  67275|HIP  67275|HR  5185|IDS 13425+1757 A|IRAS 13448+1742|JP11  2426|LSPM J1347+1727|LTT 14021|2MASS J13471581+1727249|N30 3139|NLTT 35234|NSV  6444|PLX 3144|PMC 90-93   361|PPM 130070|RBS  1315|ROT  1996|RX J1347.2+1727|RX J1347.2+1726|1RXS J134716.2+172733|SAO 100706|SKY# 25297|SPOCS  577|TD1 17060|TYC 1460-132-1|UBV   12303|USNO-B1.0 1074-00267954|uvby98 100120136|WDS J13473+1727A|WEB 11837|WISEA J134715.36+172725.6|2XMM J134715.6+172726|YZ  17  5012|[HFE83]  972|[ZEH2003] RX J1347.2+1727  1|Gaia DR2 1244571953471006720,FALSE,FALSE,TRUE,
TOI-1278,1867491607542113536,,,,,,TOI-1278,FALSE,FALSE,FALSE,Not sure. Simbad finds nothing and TOI 1278 not found in simbad
TOI-1452,2264839957167921024,,,,,,TOI-1452,FALSE,FALSE,FALSE,Not sure. Simbad finds nothing and TOI not found in simbad
TOI-1759,2216420110788943744,,,,,,TOI-1759|TYC 4266-736-1|ASCC  146309|LSPM J2147+6245|2MASS J21472477+6245139|PM J21474+6245|UCAC4 764-062655|USNO-B1.0 1527-00385048|WISEA J214724.51+624513.8|Gaia DR2 2216420110788943744|Gaia DR1 2216420106486098048,FALSE,FALSE,TRUE,Had to cross-check 2mass in exofop (or TYC).
TOI-233,2402715141877299584,,,,,,TOI-233|LP  821-31|LEHPM 5281|2MASS J22545039-1854426|NLTT 55230|PM J22548-1854|RAVE J225450.4-185443|UCAC4 356-202464|WISEA J225450.17-185444.1|Gaia DR2 2402715141877299584,FALSE,FALSE,TRUE,Had to cross-check 2mass in exofop.
TOI-442,3189306030970782208,,,,,,TOI-442|G 160-62|LP  714-47|2MASS J04164560-1205023|NLTT 12920|PM J04167-1205|RAVE J041645.6-120502|UCAC4 390-005323|WISEA J041645.63-120504.4|Gaia DR2 3189306030970782208,FALSE,FALSE,TRUE,Had to cross-check 2mass in exofop.
TOI-732,3767281845873242112,,,,,,TOI-732|G 162-44|** LDS 3977A|Karmn J10185-117|LP  729-54|LTT  3780|2MASS J10183516-1142599|NLTT 23974|PM J10185-1143|TIC 36724087|TOI 732|UCAC4 392-050728|WDS J10185-1143A|WISEA J101834.88-114302.8|Gaia DR2 3767281845873242112,FALSE,FALSE,TRUE,
TOI-736,3562427951852172288,,,,,,TOI-736|LP  791-18|2MASS J11024596-1624222|TIC 181804752|TOI 736|Gaia DR2 3562427951852172288,FALSE,FALSE,TRUE,First TOI easy to id without 2mass
TOI-876,2963392606627366912,,,,,,TOI-876|LP  837-48|2MASS J05362611-2414377|NLTT 15371|Gaia DR2 2963392606627366912,FALSE,FALSE,TRUE,Had to cross-check 2mass in exofop.
TRAPPIST-1,2635476908753563008,,,,,,TRAPPIST-1|EPIC 246199087|EPIC 200164267|K2-112|Karmn J23064-050|2MASS J23062928-0502285|2MASSI J2306292-050227|2MASSW J2306292-050227|2MUCD 12171|TRAPPIST-1|WISEA J230630.02-050234.1|Gaia DR2 2635476908753563008,FALSE,FALSE,TRUE,
TYC3980-1081-1,2202703050388170880,,,,,,TYC3980-1081-1|TYC 3980-1081-1|** KPP 4252A|AKARI-IRC-V1 J2151382+591739|IRAS 21500+5903|2MASS J21513828+5917383|PM J21516+5917|1RXS J215138.0+591745|WDS J21516+5918A|Gaia DR2 2202703050388170880|Gaia DR1 2202703046092276096,FALSE,FALSE,TRUE,
TYC4384-1735-1,1070387905514406400,,,,,,TYC_4384-1735-1|TYC 4384-1735-1|ASCC   80588|Karmn J10088+692|LSPM J1008+6916|2MASS J10085177+6916357|PM J10088+6916|Pul -3  630354|TIC 103633434|TOI 1235|UCAC4 797-019598|USNO-B1.0 1592-00104225|WISEA J100852.20+691635.7|Gaia DR2 1070387905514406400|Gaia DR1 1070387901218437632,FALSE,FALSE,TRUE,
WASP-127,3778075717162985600,,,,,,WASP-127|BD-03  2978|GSC 04916-00912|2MASS J10421407-0350062|PPM 193701|RAVE J104214.1-035006|1SWASP J104214.08-035006.3|TYC 4916-912-1|WASP-127|Gaia DR1 3778075712867534976|Gaia DR2 3778075717162985600,FALSE,FALSE,TRUE,
ZETLEP,2996171698248345984,,,,,,ZETLEP|* zet Lep|*  14 Lep|BD-14  1232|FK5  219|GC  7247|GCRV  3591|GEN# +1.00038678|GJ  9190|GJ   217.1|GSC 05359-01778|HD  38678|HIC  27288|HIP  27288|HR  1998|IRAS 05446-1450|JP11  1259|2MASS J05465735-1449189|N30 1240|PLX 1326|PLX 1326.00|PMC 90-93   157|PPM 216268|ROT   925|SACS 125|SAO 150801|SKY#  9500|TD1  5348|TYC 5359-1778-1|UBV    5925|UBV M  11498|uvby98 100038678|WEB  5364|YZ 104  1761|Gaia DR2 2996171698248345984,FALSE,FALSE,TRUE,
ZETVIR,3662636823132020480,,,,,,ZETVIR|LTT  5252|* zet Vir|*  79 Vir|** HNK    7A|AG-00 1843|BD+00  3076|FK5  501|GC 18351|GCRV  8040|GEN# +1.00118098|GJ  3792|HD 118098|HIC  66249|HIP  66249|HR  5107|IRAS 13321-0020|JP11  2406|2MASS J13344160-0035450|N30 3094|NAME Heze|NLTT 34515|PLX 3100|PLX 3100.00|PMC 90-93   357|PPM 179083|ROT  1974|SAO 139420|SKY# 24984|TD1 16924|TYC 4966-1366-1|UBV   12182|UBV M  19520|uvby98 100118098|WDS J13347-0036A|WEB 11707|WISEA J133441.43-003544.5|Gaia DR2 3662636823132020480,FALSE,FALSE,TRUE,
GL412A,778947814402405120,,,,,,GL412A|Karmn J11054+435|Gaia DR2 778947814402405120|PLX 2582|ASCC  407596|UCAC2  46827681|2MASS J11052903+4331357|USNO-B1.0 1335-00220263|8pc 206.94A|AC2000 1463341|AG+43 1004|AGKR  9948|BD+44  2051|CSI+44  2051  1|Ci 20  606|Ci 18 1349|FK5 4979|Furuhjelm    I-650|G 176-11|GC 15252|GCRV  6831|GEN# +0.04402051A|GJ   412 A|GSC 03012-02528|HIC  54211|HIP  54211|IRAS F11029+4346|IRAS 11027+4347|JP11   178|JP11   179|JP11   177|LAL 21258|LFT  757|LHS    38|LTT 12976|MCC  35|NLTT 26245|PPM  52239|SAO  43609|TYC 3012-2528-1|UBV   10126|UBV M   3351|Zkh 150|[RHG95]  1723|LSPM J1105+4331W|WDS J11055+4332A|PM J11054+4331|CCDM J11055+4332A|** VBS   18A|AKARI-IRC-V1 J1105259+433142|WISE J110524.38+433146.2|[ZEH2003] RX J1105.5+4331  1|WISEA J110524.36+433146.2|StKM 2-698|UCAC4 668-057562|WEB  9800,FALSE,FALSE,TRUE,Correct ID (from CFHT)
